"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TRBC2.5",2.47283546522477e-09,-0.314946738515345,0.194,0.226,0.000137452559334519,"Gamma delta T cells","TRBC2"
"SERPINH1.6",9.22478916310604e-09,-0.258107476599897,0.157,0.187,0.000512759905631249,"Gamma delta T cells","SERPINH1"
"NNMT.6",8.9128944415188e-08,-0.380889236842507,0.208,0.235,0.00495423237531823,"Gamma delta T cells","NNMT"
"SLC9A3R2.3",1.64807490614844e-07,-0.25660093566405,0.077,0.102,0.00916082436582613,"Gamma delta T cells","SLC9A3R2"
"ACTA2.6",5.6389769450797e-07,-0.915709875397164,0.132,0.154,0.0313442533492255,"Gamma delta T cells","ACTA2"
"HIF1A.3",6.12828991977489e-07,-0.266321700500061,0.248,0.265,0.0340640995190687,"Gamma delta T cells","HIF1A"
"TRAC.6",6.30365305357596e-07,-0.282350557518231,0.171,0.195,0.035038855498302,"Gamma delta T cells","TRAC"
"CXCL3.6",8.37937553809979e-07,-0.578181775159201,0.083,0.105,0.0465767589285277,"Gamma delta T cells","CXCL3"
"PTPRCAP.6",8.78992799566685e-07,-0.294026646286901,0.105,0.127,0.0488588147639142,"Gamma delta T cells","PTPRCAP"
"CD3G.6",3.20634216199666e-05,-0.287286999049666,0.168,0.185,1,"Gamma delta T cells","CD3G"
"ID3.6",0.000223544842329649,-0.507527887517755,0.243,0.254,1,"Gamma delta T cells","ID3"
"GEM.6",0.000363710218818473,-0.26223961254057,0.101,0.116,1,"Gamma delta T cells","GEM"
"BIRC3.5",0.00183273214173242,-0.301259543458874,0.254,0.259,1,"Gamma delta T cells","BIRC3"
"RBP7.3",0,4.15254917920482,0.688,0.058,0,"Endothelial cells","RBP7"
"SPARCL1.7",0,3.7587541093403,0.909,0.146,0,"Endothelial cells","SPARCL1"
"GNG11.7",0,3.656171166297,0.903,0.076,0,"Endothelial cells","GNG11"
"AQP1",0,3.64259329802628,0.729,0.023,0,"Endothelial cells","AQP1"
"CLDN5",0,3.27046236283469,0.681,0.009,0,"Endothelial cells","CLDN5"
"ACKR1",0,3.10615562369901,0.324,0.006,0,"Endothelial cells","ACKR1"
"PLVAP",0,3.03258016627199,0.608,0.009,0,"Endothelial cells","PLVAP"
"CAV1.7",0,2.96064428076062,0.881,0.181,0,"Endothelial cells","CAV1"
"IGFBP7.7",0,2.94368990159716,0.905,0.18,0,"Endothelial cells","IGFBP7"
"IFI27.7",0,2.89750620918052,0.913,0.209,0,"Endothelial cells","IFI27"
"VWF",0,2.85766265924148,0.658,0.007,0,"Endothelial cells","VWF"
"ID1.4",0,2.82990035051785,0.748,0.108,0,"Endothelial cells","ID1"
"EGFL7",0,2.76327948667859,0.734,0.028,0,"Endothelial cells","EGFL7"
"ID3.7",0,2.63232028425774,0.811,0.229,0,"Endothelial cells","ID3"
"SLC9A3R2.4",0,2.52115274489616,0.601,0.079,0,"Endothelial cells","SLC9A3R2"
"PECAM1.5",0,2.50724234841094,0.694,0.067,0,"Endothelial cells","PECAM1"
"ADGRL4",0,2.48835501524582,0.701,0.003,0,"Endothelial cells","ADGRL4"
"EMCN",0,2.4552585317896,0.694,0.004,0,"Endothelial cells","EMCN"
"ENG.6",0,2.28644277258362,0.644,0.09,0,"Endothelial cells","ENG"
"CLEC14A",0,2.23661758183099,0.59,0.006,0,"Endothelial cells","CLEC14A"
"RAMP3",0,2.20723870921144,0.545,0.005,0,"Endothelial cells","RAMP3"
"PALMD",0,2.20428955446212,0.617,0.023,0,"Endothelial cells","PALMD"
"CD34.1",0,2.12662726048014,0.581,0.017,0,"Endothelial cells","CD34"
"HSPG2.4",0,2.10682371383193,0.546,0.073,0,"Endothelial cells","HSPG2"
"EPAS1.5",0,2.08574259384759,0.68,0.092,0,"Endothelial cells","EPAS1"
"BTNL9",0,1.86336328889568,0.39,0.005,0,"Endothelial cells","BTNL9"
"MGLL.3",0,1.82177000701585,0.617,0.113,0,"Endothelial cells","MGLL"
"FLT1",0,1.7199763114782,0.462,0.01,0,"Endothelial cells","FLT1"
"CD93.1",0,1.70417613458644,0.54,0.046,0,"Endothelial cells","CD93"
"SOX18",0,1.68577094561551,0.454,0.002,0,"Endothelial cells","SOX18"
"ADGRF5",0,1.68209978921983,0.474,0.01,0,"Endothelial cells","ADGRF5"
"COL15A1.1",0,1.68186829311735,0.497,0.048,0,"Endothelial cells","COL15A1"
"CD300LG",0,1.67094755709303,0.347,0.002,0,"Endothelial cells","CD300LG"
"CDH5",0,1.6590878190579,0.476,0.003,0,"Endothelial cells","CDH5"
"TGFBR2.3",0,1.65634535869329,0.678,0.186,0,"Endothelial cells","TGFBR2"
"CALCRL",0,1.59995442483175,0.424,0.014,0,"Endothelial cells","CALCRL"
"TIMP3.7",0,1.58877890802179,0.677,0.132,0,"Endothelial cells","TIMP3"
"GSN.5",0,1.58293909607015,0.816,0.374,0,"Endothelial cells","GSN"
"ECSCR",0,1.55979007277447,0.349,0.003,0,"Endothelial cells","ECSCR"
"HYAL2",0,1.54280487490263,0.429,0.052,0,"Endothelial cells","HYAL2"
"PODXL",0,1.48110408107801,0.37,0.027,0,"Endothelial cells","PODXL"
"LIFR",0,1.44515068764946,0.413,0.031,0,"Endothelial cells","LIFR"
"MMRN2",0,1.44495149606837,0.444,0.005,0,"Endothelial cells","MMRN2"
"ICAM2.5",0,1.37396577638363,0.494,0.095,0,"Endothelial cells","ICAM2"
"KDR",0,1.34510998114934,0.373,0.003,0,"Endothelial cells","KDR"
"PTPRB",0,1.34256625317587,0.378,0.002,0,"Endothelial cells","PTPRB"
"ADAMTS1.2",0,1.30806608215442,0.358,0.05,0,"Endothelial cells","ADAMTS1"
"SNCG.2",0,1.29212445891245,0.439,0.072,0,"Endothelial cells","SNCG"
"EMP1.7",0,1.27194427668991,0.615,0.208,0,"Endothelial cells","EMP1"
"GPIHBP1",0,1.27171175560378,0.294,0.001,0,"Endothelial cells","GPIHBP1"
"NOTCH4",0,1.27079278864771,0.363,0.026,0,"Endothelial cells","NOTCH4"
"TM4SF1.5",0,1.22204595660512,0.847,0.355,0,"Endothelial cells","TM4SF1"
"KLF4.6",0,1.18889702088135,0.489,0.165,0,"Endothelial cells","KLF4"
"TIE1",0,1.16628127976664,0.35,0.003,0,"Endothelial cells","TIE1"
"ROBO4",0,1.1563125033885,0.348,0.002,0,"Endothelial cells","ROBO4"
"KLF2.6",0,1.12291523295884,0.479,0.146,0,"Endothelial cells","KLF2"
"NOSTRIN",0,1.06312464821702,0.309,0.015,0,"Endothelial cells","NOSTRIN"
"ELK3.1",0,1.06278847629291,0.465,0.127,0,"Endothelial cells","ELK3"
"APLNR",0,1.04227730160157,0.243,0.002,0,"Endothelial cells","APLNR"
"GIMAP7.7",0,1.01786719372183,0.564,0.19,0,"Endothelial cells","GIMAP7"
"SERPINH1.7",0,0.9824485239653,0.503,0.171,0,"Endothelial cells","SERPINH1"
"FAM167B",0,0.975710727736847,0.266,0.01,0,"Endothelial cells","FAM167B"
"VIM.6",0,0.969106788952217,0.958,0.759,0,"Endothelial cells","VIM"
"CD81.6",0,0.965024000553178,0.589,0.288,0,"Endothelial cells","CD81"
"CLIC4.3",0,0.959945084582146,0.452,0.196,0,"Endothelial cells","CLIC4"
"ERG",0,0.941661676642014,0.312,0.009,0,"Endothelial cells","ERG"
"MECOM",0,0.92701907900044,0.262,0.003,0,"Endothelial cells","MECOM"
"THBD.1",0,0.917455664785971,0.297,0.039,0,"Endothelial cells","THBD"
"EHD2.5",0,0.917395480096012,0.376,0.091,0,"Endothelial cells","EHD2"
"VWA1.2",0,0.914196563353682,0.301,0.064,0,"Endothelial cells","VWA1"
"HEY1",0,0.908254200038842,0.225,0.013,0,"Endothelial cells","HEY1"
"RNASE1.4",0,0.904299364296013,0.847,0.645,0,"Endothelial cells","RNASE1"
"HBEGF.3",0,0.874728665746337,0.345,0.081,0,"Endothelial cells","HBEGF"
"MEOX2",0,0.84666815171604,0.248,0.008,0,"Endothelial cells","MEOX2"
"ACVRL1.1",0,0.826756780063734,0.298,0.032,0,"Endothelial cells","ACVRL1"
"ARHGEF15",0,0.80478381890557,0.249,0.001,0,"Endothelial cells","ARHGEF15"
"SELE",0,0.803517295141274,0.107,0.001,0,"Endothelial cells","SELE"
"APOLD1",0,0.792221958443917,0.252,0.029,0,"Endothelial cells","APOLD1"
"AQP7",0,0.784907451106491,0.191,0.001,0,"Endothelial cells","AQP7"
"ECE1.1",0,0.783332795238239,0.37,0.127,0,"Endothelial cells","ECE1"
"MCAM.1",0,0.774442415048866,0.225,0.028,0,"Endothelial cells","MCAM"
"ETS1.7",0,0.772511844036831,0.465,0.182,0,"Endothelial cells","ETS1"
"DLL4",0,0.772424695016718,0.219,0.002,0,"Endothelial cells","DLL4"
"SWAP70.2",0,0.768277068219794,0.38,0.144,0,"Endothelial cells","SWAP70"
"CDKN1C.2",0,0.757510228126276,0.284,0.072,0,"Endothelial cells","CDKN1C"
"RASIP1",0,0.733735427884674,0.267,0.037,0,"Endothelial cells","RASIP1"
"ITGA5.1",0,0.718752546562697,0.279,0.082,0,"Endothelial cells","ITGA5"
"GATA2",0,0.686112544078422,0.216,0.006,0,"Endothelial cells","GATA2"
"SOX7",0,0.679051693060455,0.212,0.007,0,"Endothelial cells","SOX7"
"LAMC1.4",0,0.668086651659149,0.299,0.084,0,"Endothelial cells","LAMC1"
"SCARF1",0,0.661321594094482,0.216,0.011,0,"Endothelial cells","SCARF1"
"PDGFB",0,0.639919630960832,0.189,0.023,0,"Endothelial cells","PDGFB"
"EDNRB.1",0,0.622222889799787,0.207,0.044,0,"Endothelial cells","EDNRB"
"NPR1",0,0.619699354411466,0.182,0.003,0,"Endothelial cells","NPR1"
"TEK",0,0.602632828425455,0.185,0.001,0,"Endothelial cells","TEK"
"CLEC3B",0,0.591114783318045,0.166,0.008,0,"Endothelial cells","CLEC3B"
"FCN3",0,0.56843332536035,0.103,0.001,0,"Endothelial cells","FCN3"
"EBF1.1",0,0.560128488363741,0.237,0.041,0,"Endothelial cells","EBF1"
"CYTL1",0,0.536170638398642,0.121,0.003,0,"Endothelial cells","CYTL1"
"AOC3",0,0.529668315443156,0.166,0.007,0,"Endothelial cells","AOC3"
"F8",0,0.519881311523897,0.158,0.018,0,"Endothelial cells","F8"
"PCDH12",0,0.49959412063917,0.144,0.007,0,"Endothelial cells","PCDH12"
"FZD6",0,0.49528476228561,0.178,0.034,0,"Endothelial cells","FZD6"
"FLT4",0,0.485952495591017,0.134,0.002,0,"Endothelial cells","FLT4"
"MSX1",0,0.481998145875135,0.156,0.012,0,"Endothelial cells","MSX1"
"ARAP3",0,0.420532431623703,0.135,0.011,0,"Endothelial cells","ARAP3"
"USHBP1",0,0.411652973435438,0.119,0.001,0,"Endothelial cells","USHBP1"
"TNXB.1",0,0.394339943140231,0.147,0.021,0,"Endothelial cells","TNXB"
"TCF15",0,0.391232283683737,0.101,0,0,"Endothelial cells","TCF15"
"ITIH5.1",0,0.376030266777788,0.129,0.017,0,"Endothelial cells","ITIH5"
"THSD1",0,0.373784453735868,0.114,0.01,0,"Endothelial cells","THSD1"
"VEGFC",0,0.372987872622202,0.105,0.011,0,"Endothelial cells","VEGFC"
"SPNS2",0,0.372762940424471,0.112,0.008,0,"Endothelial cells","SPNS2"
"CARD10",0,0.298468154777554,0.104,0.013,0,"Endothelial cells","CARD10"
"TSTD1.5",0,-1.21722898083769,0.098,0.457,0,"Endothelial cells","TSTD1"
"CD44.3",0,-1.70339203029596,0.102,0.603,0,"Endothelial cells","CD44"
"PTPRC.5",0,-1.9665562305416,0.042,0.393,0,"Endothelial cells","PTPRC"
"EGR1.5",3.28134494719053e-300,0.97147866816095,0.546,0.275,1.82393558889585e-295,"Endothelial cells","EGR1"
"LAMB1.1",3.56123962424873e-264,0.488608595099521,0.198,0.051,1.97951504513866e-259,"Endothelial cells","LAMB1"
"ANGPTL2.1",4.53426539630206e-253,0.360544233028956,0.154,0.034,2.5203714205345e-248,"Endothelial cells","ANGPTL2"
"RGCC.6",6.12798473129808e-248,1.23076767447558,0.509,0.271,3.40624031289204e-243,"Endothelial cells","RGCC"
"S100A13.6",3.66986745284673e-239,0.688184546351795,0.593,0.331,2.03989582366486e-234,"Endothelial cells","S100A13"
"NNMT.7",3.30270914490644e-232,0.502918760005387,0.483,0.223,1.83581087819625e-227,"Endothelial cells","NNMT"
"SGK1.6",1.88079222241519e-215,0.755106716360187,0.367,0.163,1.04543835682948e-210,"Endothelial cells","SGK1"
"RAI14.2",2.29852171948602e-208,0.543309482523813,0.21,0.069,1.2776332977763e-203,"Endothelial cells","RAI14"
"FOSB.5",1.00657171487993e-207,0.820282574333301,0.625,0.396,5.59502887716011e-203,"Endothelial cells","FOSB"
"CD3D.7",1.27462456047238e-203,-1.65614050074931,0.026,0.267,7.08500061938571e-199,"Endothelial cells","CD3D"
"CEBPB.6",1.24282176019053e-183,-1.16350812095341,0.141,0.387,6.90822475401906e-179,"Endothelial cells","CEBPB"
"DUSP2.5",8.41650210147167e-183,-1.80925575667942,0.082,0.313,4.67831269310303e-178,"Endothelial cells","DUSP2"
"HMGA1.4",2.11920264742282e-181,-0.908340314726412,0.118,0.364,1.17795879156997e-176,"Endothelial cells","HMGA1"
"FSTL1.6",7.21772346743711e-179,0.353654420662493,0.272,0.105,4.01197158937492e-174,"Endothelial cells","FSTL1"
"PROCR.1",3.26399607556716e-176,0.386921340196587,0.157,0.046,1.81429221860401e-171,"Endothelial cells","PROCR"
"MSRB3.2",4.2081350924004e-164,0.38340026318558,0.186,0.063,2.33909189111077e-159,"Endothelial cells","MSRB3"
"TNFRSF4.2",5.61121669983614e-162,0.278249329295386,0.224,0.081,3.11899480260392e-157,"Endothelial cells","TNFRSF4"
"TRBC2.6",3.39481423046461e-161,-1.30044420259176,0.029,0.233,1.88700749000375e-156,"Endothelial cells","TRBC2"
"KRT7.7",1.71912290612537e-160,-1.89905395416078,0.159,0.367,9.55574467369785e-156,"Endothelial cells","KRT7"
"RHOH.7",6.17711637023717e-158,-0.961471732078907,0.016,0.212,3.43355013439633e-153,"Endothelial cells","RHOH"
"CST7.7",1.27310597639154e-153,-1.53682143630949,0.019,0.211,7.07655956977239e-149,"Endothelial cells","CST7"
"LCK.6",2.33219343872138e-153,-1.1609907153211,0.032,0.227,1.29634972291328e-148,"Endothelial cells","LCK"
"CD3G.7",2.25723356881989e-145,-1.03105644272698,0.01,0.191,1.25468327922854e-140,"Endothelial cells","CD3G"
"CD27.6",1.00568731885904e-136,-1.08382431667101,0.013,0.186,5.59011296187795e-132,"Endothelial cells","CD27"
"TBC1D10C.6",1.26190175350897e-135,-0.871586199917958,0.013,0.186,7.01428089687962e-131,"Endothelial cells","TBC1D10C"
"RUNX1.3",1.3045359723893e-132,-0.596747116154543,0.06,0.252,7.25126320252591e-128,"Endothelial cells","RUNX1"
"TRAC.7",1.18032033978744e-131,-1.19716192222678,0.028,0.201,6.56081060870848e-127,"Endothelial cells","TRAC"
"OAF.1",2.42283596340222e-122,0.282399887197071,0.144,0.048,1.34673337025712e-117,"Endothelial cells","OAF"
"KLF9.2",2.00888058540602e-121,0.356529757396729,0.254,0.115,1.11663627339794e-116,"Endothelial cells","KLF9"
"ITGA4.4",2.1615288077746e-121,-0.704971964964632,0.008,0.163,1.20148578780151e-116,"Endothelial cells","ITGA4"
"IGFBP3.6",1.53463027561292e-120,1.08067837855796,0.226,0.1,8.5302423869944e-116,"Endothelial cells","IGFBP3"
"SKAP1.6",1.69407100961688e-118,-0.768862180026394,0.013,0.167,9.41649370695542e-114,"Endothelial cells","SKAP1"
"IL7R.7",1.33413636385792e-117,-2.03678670022658,0.042,0.205,7.41579697850425e-113,"Endothelial cells","IL7R"
"TNFAIP3.7",2.2716731058693e-115,-1.11128558499681,0.141,0.323,1.26270949589745e-110,"Endothelial cells","TNFAIP3"
"IFI16.3",5.31439294368179e-113,0.464606978119871,0.565,0.375,2.95400531774552e-108,"Endothelial cells","IFI16"
"STMN1.6",1.81268149074656e-111,0.414259285227669,0.441,0.268,1.00757900663147e-106,"Endothelial cells","STMN1"
"EPCAM.6",1.50792134413255e-110,-0.72752407662209,0.052,0.215,8.38178079136079e-106,"Endothelial cells","EPCAM"
"FBLN2.1",2.61938898746927e-107,0.375762978812636,0.127,0.043,1.45598736868479e-102,"Endothelial cells","FBLN2"
"CCL4.6",8.56122650537991e-100,-2.62774490118239,0.045,0.19,4.75875775301542e-95,"Endothelial cells","CCL4"
"CLEC2D.5",1.036961159261e-99,-0.775503002394632,0.039,0.184,5.76394860375229e-95,"Endothelial cells","CLEC2D"
"CD109",4.01023764105429e-99,0.305455048645777,0.135,0.05,2.22909059278003e-94,"Endothelial cells","CD109"
"FCMR.7",1.54002416431465e-96,-0.688267576820011,0.015,0.147,8.560224317343e-92,"Endothelial cells","FCMR"
"PTPRCAP.7",6.956654106782e-95,-0.775704651120279,0.006,0.131,3.86685618525478e-90,"Endothelial cells","PTPRCAP"
"LAMB3.5",4.03898056982135e-93,-0.511925924899652,0.018,0.148,2.2450673497352e-88,"Endothelial cells","LAMB3"
"BIRC3.6",2.08593371185886e-90,-0.755196176840762,0.109,0.265,1.15946625373675e-85,"Endothelial cells","BIRC3"
"CD8A.6",3.74316207181088e-89,-1.39681109463672,0.013,0.134,2.08063663761608e-84,"Endothelial cells","CD8A"
"CD82.4",4.55773190338348e-89,-0.560682420057152,0.13,0.296,2.53341527849571e-84,"Endothelial cells","CD82"
"ITGB4.2",1.95765825745208e-88,0.36558945979676,0.166,0.073,1.08816434240474e-83,"Endothelial cells","ITGB4"
"CD6.6",5.1460781109216e-85,-0.617285807470945,0.01,0.125,2.86044751795577e-80,"Endothelial cells","CD6"
"SMTN.3",2.61483567130861e-80,0.375859869999817,0.186,0.09,1.45345640789689e-75,"Endothelial cells","SMTN"
"KRT17.7",1.75553360778154e-78,-2.12422620721461,0.104,0.238,9.75813355885367e-74,"Endothelial cells","KRT17"
"GZMM.7",2.07994635353629e-78,-0.64566685328891,0.012,0.12,1.15613818061315e-73,"Endothelial cells","GZMM"
"CD4.6",2.38436428430836e-78,-0.494646170400251,0.009,0.115,1.3253488874328e-73,"Endothelial cells","CD4"
"PTPN22.5",9.62799948831712e-78,-0.515510766339092,0.007,0.112,5.35172351558107e-73,"Endothelial cells","PTPN22"
"CD8B.6",3.41521588455381e-76,-0.991658896055962,0.009,0.114,1.89834774942923e-71,"Endothelial cells","CD8B"
"IL2RB.6",4.12454863043489e-75,-0.632722372976547,0.008,0.111,2.29263035622723e-70,"Endothelial cells","IL2RB"
"PDE4DIP.3",2.60259238810668e-73,-0.396092247315113,0.024,0.134,1.4466509789291e-68,"Endothelial cells","PDE4DIP"
"SH2D1A.6",3.71632923327605e-73,-0.532046888760199,0.004,0.101,2.06572160431649e-68,"Endothelial cells","SH2D1A"
"PRF1.6",2.24170509815765e-71,-0.722093848566685,0.009,0.109,1.24605177881093e-66,"Endothelial cells","PRF1"
"ELF3.7",2.20711646450032e-68,-0.902395381401376,0.139,0.269,1.2268256867925e-63,"Endothelial cells","ELF3"
"ITK.6",1.14408960326014e-63,-0.4727721518401,0.01,0.1,6.35942205972148e-59,"Endothelial cells","ITK"
"NR4A2.7",2.57711351282068e-63,-1.06666815359964,0.19,0.305,1.43248854610138e-58,"Endothelial cells","NR4A2"
"SLC7A5.3",5.64369863221529e-63,-0.408161791958535,0.032,0.134,3.13704988471687e-58,"Endothelial cells","SLC7A5"
"IRX3.5",5.6512517739873e-59,-0.312510969709552,0.032,0.13,3.14124829857084e-54,"Endothelial cells","IRX3"
"SDC1.3",2.78958533060292e-58,-0.361988287297416,0.015,0.102,1.55059100601563e-53,"Endothelial cells","SDC1"
"LTC4S.1",3.59784682416112e-58,0.306776564564511,0.122,0.055,1.99986315720996e-53,"Endothelial cells","LTC4S"
"EHF.6",1.93684503625891e-55,-0.295480591511419,0.019,0.105,1.07659531340452e-50,"Endothelial cells","EHF"
"AGR2.7",1.30226342401312e-52,-1.38614591634181,0.023,0.107,7.23863124237693e-48,"Endothelial cells","AGR2"
"AQP3.4",6.53429776406973e-50,-0.454921812806402,0.032,0.117,3.63208941215816e-45,"Endothelial cells","AQP3"
"VEGFA.6",3.26405455860713e-49,-0.450498970839628,0.07,0.168,1.81432472640177e-44,"Endothelial cells","VEGFA"
"BCL2.2",6.38119007809181e-46,-0.324960180524349,0.028,0.105,3.54698450490733e-41,"Endothelial cells","BCL2"
"LAG3.6",1.32823981346721e-44,-0.664391284684248,0.032,0.108,7.38302100315748e-40,"Endothelial cells","LAG3"
"CD46.2",8.30432019942199e-44,0.336776732121398,0.361,0.258,4.61595638284871e-39,"Endothelial cells","CD46"
"C1S.6",3.39747841305388e-43,-0.810520672359922,0.067,0.153,1.888488375896e-38,"Endothelial cells","C1S"
"GEM.7",1.35230718516505e-42,-0.517612448413051,0.04,0.118,7.51679948873994e-38,"Endothelial cells","GEM"
"SSPN.3",9.9234010527717e-42,-0.288782165465995,0.032,0.107,5.51592247518315e-37,"Endothelial cells","SSPN"
"TGIF1.1",4.54565230123312e-41,-0.37739629206138,0.191,0.296,2.52670083164043e-36,"Endothelial cells","TGIF1"
"POLD4.7",2.57406366685386e-39,-0.414429538588436,0.134,0.226,1.43079328922072e-34,"Endothelial cells","POLD4"
"FN1.7",1.32505605355707e-37,-0.698995839522082,0.197,0.116,7.36532407369698e-33,"Endothelial cells","FN1"
"CD9.6",1.13054643676332e-34,0.502874738872745,0.504,0.402,6.28414236874891e-30,"Endothelial cells","CD9"
"KRT16.6",2.05306964146017e-32,-0.560818341323152,0.038,0.102,1.14119876020564e-27,"Endothelial cells","KRT16"
"ZEB2.4",4.38505769814396e-32,-0.420401633455862,0.081,0.154,2.43743432151332e-27,"Endothelial cells","ZEB2"
"COL1A1.7",1.3640836243066e-31,-2.79128900721972,0.061,0.128,7.58225882570826e-27,"Endothelial cells","COL1A1"
"NABP1.1",3.53676780319529e-30,-0.299637566917533,0.1,0.176,1.9659123834061e-25,"Endothelial cells","NABP1"
"IFITM1.7",3.92950786575867e-30,0.317723066444995,0.564,0.448,2.18421694718196e-25,"Endothelial cells","IFITM1"
"PALLD.5",4.8909153323488e-26,-0.271823729029005,0.109,0.183,2.71861528748608e-21,"Endothelial cells","PALLD"
"KRT15.6",1.7642947779838e-19,-0.945989788325343,0.144,0.201,9.80683252342293e-15,"Endothelial cells","KRT15"
"IGHG1.7",1.00364473431349e-18,-2.61245884818033,0.065,0.112,5.57875925568153e-14,"Endothelial cells","IGHG1"
"COL6A2.7",7.0927129968887e-17,-0.908133882206995,0.142,0.194,3.94248451932058e-12,"Endothelial cells","COL6A2"
"CREM.6",5.50065186518478e-13,-0.581781892578793,0.242,0.286,3.05753733926296e-08,"Endothelial cells","CREM"
"ACTA2.7",6.35408527125571e-13,-0.916070747715743,0.111,0.155,3.53191829802749e-08,"Endothelial cells","ACTA2"
"LUM.7",5.71668930572546e-12,-1.6367282847491,0.071,0.105,3.1776217505875e-07,"Endothelial cells","LUM"
"FKBP11.3",6.5630461426607e-11,-0.285303261628747,0.173,0.217,3.64806919839795e-06,"Endothelial cells","FKBP11"
"HLA-DQA1.7",1.48292284611184e-10,-0.833195500335962,0.163,0.196,8.24282664011267e-06,"Endothelial cells","HLA-DQA1"
"COL1A2.7",1.31572606910405e-08,-2.11389189452923,0.1,0.127,0.000731346335511487,"Endothelial cells","COL1A2"
"SRGN.7",6.33486832213378e-08,-0.633623575759994,0.657,0.46,0.00352123655685806,"Endothelial cells","SRGN"
"KLF6.5",1.40108664208621e-06,-0.484079116884757,0.625,0.617,0.0778794010003618,"Endothelial cells","KLF6"
"IGKC.7",5.24716487299161e-06,-1.7531046540732,0.196,0.229,0.291663659465239,"Endothelial cells","IGKC"
"BGN.5",6.66935431326982e-06,-0.520283431058424,0.12,0.093,0.370716059503103,"Endothelial cells","BGN"
"CXCL3.7",1.06122654633095e-05,-0.742762041290888,0.083,0.105,0.589882775778056,"Endothelial cells","CXCL3"
"IGFBP6.7",4.05532335601935e-05,-0.452115850820602,0.089,0.109,1,"Endothelial cells","IGFBP6"
"COL6A3.6",0.000113971884210374,-0.726940482382626,0.113,0.13,1,"Endothelial cells","COL6A3"
"SERPINB5.1",1.18695760953376e-43,1.49415309220613,0.615,0.069,6.59770387259342e-39,"Myoepithelial cells","SERPINB5"
"LAMC2.2",1.29036145444702e-41,1.34640737141679,0.615,0.073,7.17247414454374e-37,"Myoepithelial cells","LAMC2"
"CXCL3.8",1.22042237492043e-32,3.18711691170642,0.667,0.104,6.78371777099523e-28,"Myoepithelial cells","CXCL3"
"ITGA2.5",1.50120489949769e-25,1.75949846228831,0.641,0.122,8.34444743385792e-21,"Myoepithelial cells","ITGA2"
"MFSD2A",2.00373871760241e-20,0.976697337197397,0.282,0.031,1.1137781661793e-15,"Myoepithelial cells","MFSD2A"
"PDPN.2",2.31233126735766e-20,0.851414998129685,0.41,0.06,1.28530933496075e-15,"Myoepithelial cells","PDPN"
"LAMB3.6",7.33985656689119e-20,1.50599070135521,0.615,0.143,4.07985927270647e-15,"Myoepithelial cells","LAMB3"
"KRT17.8",3.50706427861421e-17,1.93715214498848,0.769,0.232,1.94940167926771e-12,"Myoepithelial cells","KRT17"
"CEBPB.7",6.94836658148002e-17,1.40443275992785,0.897,0.377,3.86224956431567e-12,"Myoepithelial cells","CEBPB"
"PAMR1",2.27253808264764e-16,0.499883741933582,0.154,0.012,1.26319029323969e-11,"Myoepithelial cells","PAMR1"
"EPCAM.7",5.27376684208913e-15,0.941075698339669,0.718,0.208,2.93142329917524e-10,"Myoepithelial cells","EPCAM"
"TUBA1B.5",9.07276176536845e-14,1.0447509993344,1,0.637,5.04309462728006e-09,"Myoepithelial cells","TUBA1B"
"TM4SF1.6",3.31821263847124e-13,1.48904587122811,0.872,0.375,1.84442849509424e-08,"Myoepithelial cells","TM4SF1"
"MMP14.6",1.06709227998702e-12,0.825756835861884,0.538,0.147,5.93143243830785e-08,"Myoepithelial cells","MMP14"
"RASIP1.1",1.14835328873463e-12,0.736773701139208,0.282,0.047,6.38312175543145e-08,"Myoepithelial cells","RASIP1"
"NNMT.8",2.77604536217889e-12,0.91741033087231,0.718,0.234,1.54306481456714e-07,"Myoepithelial cells","NNMT"
"SMTN.4",7.97079652424286e-11,0.755419673059957,0.385,0.094,4.43056724800039e-06,"Myoepithelial cells","SMTN"
"NGFR.1",1.35387466311774e-09,0.351987430137468,0.179,0.026,7.52551231493997e-05,"Myoepithelial cells","NGFR"
"MMP3.1",2.88882413558259e-09,1.87793265175255,0.256,0.052,0.000160575289576358,"Myoepithelial cells","MMP3"
"GEM.8",7.36217194795323e-09,0.856659585958903,0.41,0.115,0.00040922632772698,"Myoepithelial cells","GEM"
"PALLD.6",9.0788503844256e-09,0.88337094698976,0.513,0.18,0.000504647898618297,"Myoepithelial cells","PALLD"
"GRWD1",1.87721309178431e-08,0.600197668542085,0.359,0.099,0.00104344889706831,"Myoepithelial cells","GRWD1"
"CAV1.8",1.93018602007703e-08,1.07681138658129,0.564,0.209,0.00107289389925982,"Myoepithelial cells","CAV1"
"SRGN.8",3.95406869660059e-08,-3.14213628439005,0,0.468,0.00219786908500544,"Myoepithelial cells","SRGN"
"CD44.4",6.2333911589746e-08,0.714008125968067,0.923,0.582,0.00346483047571603,"Myoepithelial cells","CD44"
"TRAF1.2",6.31960202392916e-08,0.678444676419302,0.333,0.087,0.00351275078500102,"Myoepithelial cells","TRAF1"
"SGK1.7",7.35313099844976e-08,0.832789473302783,0.487,0.171,0.0040872378654883,"Myoepithelial cells","SGK1"
"IFITM1.8",8.26383238629031e-08,-3.01476385091027,0,0.453,0.00459345123191947,"Myoepithelial cells","IFITM1"
