Gene name	Gene Synonym
TRIAP1P1	bA748L13.4
TRIAP1P1	C10orf135
PTCHD3	FLJ44037
PTCHD3	PTR
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
AC108489.1	
AC008739.4	
TPO	TPX
RNU6-1266P	
KRT18P40	
IMPDH1P5	
AC008739.6	
AL450306.2	
ZNF430	FLJ13659
DLG5	KIAA0583
DLG5	P-dlg
KRTAP9-12P	
KRTAP9-2	KAP9.2
KRTAP9-4	KAP9.4
KRTAP9-9	KAP9.5
KRTAP9-9	KAP9.9
KRTAP9-9	KRTAP9-5
KRTAP9-9	KRTAP9.9
KRTAP9-9	KAP9.5
KRTAP9-9	KAP9.9
KRTAP9-9	KRTAP9-5
U6	
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
KRTAP9-6	KAP9.6
KRTAP9-6	KRTAP9L2
PIWIL1	CT80.1
PIWIL1	HIWI
PIWIL1	PIWI
KRTAP9-11P	KAP9A
KRTAP9-11P	KRTAP9P1
FCAR	CD89
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
U6	
KRTAP9-7	KAP9.7
KRTAP9-7	KRTAP9L1
AC208322.1	
KRTAP9-10P	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
KRTAP29-1	KAP29.2
CCDC92	FLJ22471
AC106795.6	
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
AC106795.4	
ARHGEF26-AS1	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
ARHGEF26	DKFZP434D146
ARHGEF26	SGEF
U6	
FCAR	CD89
U6	
KIR2DL3	CD158B2
KIR2DL3	cl-6
KIR2DL3	nkat2
KIR2DL3	nkat2a
KIR2DL3	nkat2b
KIR2DL3	p58
AC007325.3	
AC068473.6	
AC007325.1	
AC007325.4	
KIR2DP1	KIR15
KIR2DP1	KIR2DL6
KIR2DP1	KIRY
KIR2DP1	KIRZ
AC007325.2	
FCAR	CD89
AC215996.1	
RNU6-222P	
AC068473.9	
AC068473.8	
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
CTDP1	FCP1
AP2A2	ADTAB
AP2A2	CLAPA2
AP2A2	DKFZP564D1864
AP2A2	HIP9
AP2A2	HYPJ
AP2A2	KIAA0899
AC106795.7	
AC106795.9	
AC208069.1	
AC236592.1	
SUDS3P1	
PROP1	
FTCD	
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
AC231988.1	
AC110597.2	
DSEL	C18orf4
DSEL	DE-epi2
DSEL	FLJ11477
DSEL	NCAG1
DHX36	DDX36
DHX36	KIAA1488
DHX36	MLEL1
DHX36	RHAU
AC110597.5	
AC110597.4	
U6	
AC068473.7	
U6	
KIR3DP1	CD158C
KIR3DP1	KIR2DS6
KIR3DP1	KIR3DS2P
KIR3DP1	KIR48
KIR3DP1	KIRX
FCAR	CD89
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
RPL21P36	
CRIM1-DT	
U6	
AC073135.6	
FTCD-AS1	
AC208814.1	
CRIM1	S52
AL161638.3	
SPATC1L	C21orf56
AL161638.4	
LILRP1	CD85l
LILRP1	ILT9
LILRP1	LILRA6P
AC245128.12	
LILRP2	CD85m
LILRP2	ILT10
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
RNU6-821P	
LSM14A	C19orf13
LSM14A	DKFZP434D1335
LSM14A	FAM61A
LSM14A	RAP55
LSM14A	RAP55A
AC240720.1	
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
AC240720.2	
AP001468.2	
AC240720.3	
AC073135.4	
LSS	OSC
AC073135.5	
ADAMTS7P1	ADAMTS7P2
GXYLT1P1	
U6	
AC024940.6	
Y_RNA	
AC073135.3	
CNN2P12	
ZNF965P	
CYP4F34P	CYP4F-se7[6:7:8]
AC011043.1	
SNX18P26	
AC073135.2	
AC011043.2	
LINC00328-2P	NCRNA00328-2P
LINC00328-2P	NCRNA00328B
ANKRD20A9P	
RNU6-1025P	
AL022318.3	
RNU6-55P	RNU6-55
MUC6	
AC192820.1	
U6	
APOBEC3A	ARP3
APOBEC3A	PHRBN
GOLGA6L10	GOLGA6L18
AF067845.6	
AC024940.8	
AF067845.3	
AC131901.1	
U6	
AC024940.7	
AC106795.8	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
MREGP1	
SINHCAF	C12orf14
SINHCAF	FAM60A
SINHCAF	TERA
AC131901.2	
AC114936.1	
DLGAP2	C8orf68
DLGAP2	DAP2
DLGAP2	ERICH1-AS1
DLGAP2	SAPAP2
DLGAP2	C8orf68
DLGAP2	DAP-2
DLGAP2	ERICH1-AS1
AC127071.3	
AC217627.1	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
AC011295.3	
DLGAP2-AS1	
GU182355.5	
GU182355.7	
KIR3DL1	AMB11
KIR3DL1	CD158E1
KIR3DL1	CD158e1/2
KIR3DL1	CD158e2
KIR3DL1	cl-11
KIR3DL1	cl-2
KIR3DL1	KIR
KIR3DL1	nkat3
KIR3DL1	NKB1
KIR3DL1	NKB1B
LINC02549	
APOBEC3B-AS1	
AC011295.2	
GU182355.6	
GOLGA6L10	GOLGA6L18
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
SEPTIN9-DT	
AC068594.2	
GARRE1	KIAA0355
SEPTIN9	AF17q25
SEPTIN9	KIAA0991
SEPTIN9	MSF
SEPTIN9	MSF1
SEPTIN9	PNUTL4
SEPTIN9	SEPT9
SEPTIN9	SeptD1
CES5AP1	
AC236756.1	
AC024940.9	
ADAMTS12	
FLJ13224	
UBE2Q2P2	UBE2Q2P3
UBE2Q2P2	UBE2QP2
AC010614.1	
U6	
RXFP3	GPCR135
RXFP3	RLN3R1
RXFP3	RXFPR3
RXFP3	SALPR
AL121956.3	
ZDHHC8P1	FLJ31568
ZDHHC8P1	ZDHHC8P
AL121956.2	
SLC45A2	AIM-1
SLC45A2	MATP
SLC45A2	OCA4
GNG5P1	GNG5P
AC233714.1	
AC011295.1	
AC114936.3	
AC010724.3	
AC114936.2	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
DECR2	PDCR
DECR2	SDR17C1
SLC25A51P1	bA707M13.1
SLC25A51P1	MCART3P
ADH5P4	ADH5B
ADH5P4	bA707M13.2
GOLGA6L9	GOLGA6L20
CNTNAP2	Caspr2
CNTNAP2	KIAA0868
CNTNAP2	NRXN4
AC114936.4	
SUDS3P1	
CYFIP1	KIAA0068
CYFIP1	P140SRA-1
CYFIP1	SHYC
AF250324.4	
AC093689.2	
RNU1-51P	
LILRP1	CD85l
LILRP1	ILT9
LILRP1	LILRA6P
FRG1-DT	
AC245128.16	
PROP1	
LILRP2	CD85m
LILRP2	ILT10
U6	
LINC01596	
NOSTRIN	MGC20702
FCAR	CD89
KCNQ2	BFNC
KCNQ2	EBN
KCNQ2	EBN1
KCNQ2	ENB1
KCNQ2	HNSPC
KCNQ2	KCNA11
KCNQ2	Kv7.2
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
AP000344.3	
LINC01659	
UBE2Q2P6	
AP000344.4	
CSPG4P10	
AL391421.2	
FAM230I	LINC01658
RN7SL284P	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
DLG5-AS1	
AC010724.1	
GOLGA2P10	AgSK1
GOLGA2P10	FLJ22795
LINC02557	
LINC02066	
U3	
Metazoa_SRP	
AC083849.3	
AC083849.2	
AC105227.4	
AC105227.3	
RNA5SP458	RN5S458
SKA1	C18orf24
SKA1	MGC10200
GOLGA6L17P	GOLGA6L21P
GU182347.3	
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
AADACL2	MGC72001
GU182347.5	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
DNM1P38	DNM1DN10-2
DNM1P38	DNM1DN10@
DNM1P38	DNM1DN11-8
DNM1P38	DNM1DN11@
DNM1P38	DNM1P42
GU182347.8	
GU182355.4	
TUBGCP5	GCP5
TUBGCP5	KIAA1899
RPS17	MGC72007
RPS17	RPS17L
RPS17	RPS17L1
RPS17	RPS17L2
RPS17	S17
GU182347.6	
KIR2DP1	KIR15
KIR2DP1	KIR2DL6
KIR2DP1	KIRY
KIR2DP1	KIRZ
AADACL2-AS1	
AC136687.2	
AC136687.3	
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
SPATA31E3P	FAM75E3P
GOLGA8EP	GOLGA8E
KIR3DP1	CD158C
KIR3DP1	KIR2DS6
KIR3DP1	KIR3DS2P
KIR3DP1	KIR48
KIR3DP1	KIRX
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
Metazoa_SRP	
AC136687.1	
GOLGA6L22	
AC013759.1	
MAPK4	Erk3-related
MAPK4	Erk4
MAPK4	PRKM4
HERC2P7	
HERC2P2	D15F37S3
AC010724.2	
DUSP8	C11orf81
DUSP8	FLJ42958
DUSP8	HB5
DUSP8	HVH-5
SPC25	AD024
SPC25	MGC22228
SPC25	SPBC25
CPEB1	CPEB
CPEB1	FLJ13203
GU182352.5	
GOLGA8IP	FLJ35785
GOLGA8IP	GOLGA8I
GOLGA8IP	GOLGA9P
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
TUBGCP5	GCP5
TUBGCP5	KIAA1899
KRTAP5-AS1	
Metazoa_SRP	
AL023881.2	
AP006285.2	
RAB11FIP3	eferin
RAB11FIP3	KIAA0665
RAB11FIP3	Rab11-FIP3
KRTAP5-1	KRN1L
KRTAP5-1	KRTAP5.1
KRTAP5-2	KRTAP5-8
KRTAP5-2	KRTAP5.2
G6PC2	IGRP
KRTAP5-3	KRTAP5-9
KRTAP5-3	KRTAP5.3
ELMO2P1	
KRTAP5-4	KRTAP5.4
AC023491.2	
AC023491.1	
TBCD	
KRTAP5-5	KRTAP5-11
KRTAP5-5	KRTAP5.5
AP006285.3	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
FAM99A	FLJ42833
GOLGA6L1	
FAM99B	DKFZp781M09150
LINC02708	
KIR2DL3	CD158B2
KIR2DL3	cl-6
KIR2DL3	nkat2
KIR2DL3	nkat2a
KIR2DL3	nkat2b
KIR2DL3	p58
GU182352.2	
AC116165.9	
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
GU182355.3	
ABCB11	ABC16
ABCB11	BSEP
ABCB11	PFIC-2
ABCB11	PFIC2
ABCB11	PGY4
ABCB11	SPGP
GOLGA8DP	GOLGA8D
AL353658.2	
KCNQ2-AS1	
GU182355.2	
GU182355.1	
GU182352.6	
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
Metazoa_SRP	
ABCB10P1	ABCB10P
ABCB10P1	ABCB10P2
ABCB10P1	M-ABC2
ABCB10P1	MABC2
AC116165.5	
AC116165.8	
GU182347.1	
AC116165.10	
Y_RNA	
AC208188.1	
LINC00235	C16orf10
LINC00235	NCRNA00235
CAPN15	SOLH
IFNGR2	AF-1
IFNGR2	IFNGT1
ELMO2P1	
GOLGA6L1	
AC100797.3	
B3GNTL1	B3GNT8
ERICH1	
AC245690.1	
AC245690.2	
CDH12P2	C41-CAD
CDH12P2	CDH12P
DLGAP2	C8orf68
DLGAP2	DAP2
DLGAP2	ERICH1-AS1
DLGAP2	SAPAP2
AC116165.4	
SERF1B	FAM2B
SERF1B	H4F5C
U6	
GOLGA8DP	GOLGA8D
AC100797.2	
AC233280.15	
AC233280.9	
AC233280.18	
AC233280.7	
Metazoa_SRP	
ABCB10P1	ABCB10P
ABCB10P1	ABCB10P2
ABCB10P1	M-ABC2
ABCB10P1	MABC2
AC116165.7	
GU182353.3	
MUC20-OT1	
AC116165.6	
MUC20-OT1	
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
AC145212.1	
MAFIP	FLJ00219
MAFIP	FLJ35473
MAFIP	FLJ39633
MAFIP	MIP
MAFIP	pp5644
MAFIP	TEKT4P4
AL592183.1	
GU182352.1	
TMEM50B	C21orf4
SMN2	BCD541
SMN2	GEMIN1
SMN2	SMNC
SMN2	TDRD16B
PAXBP1	C21orf66
PAXBP1	fSAP105
PAXBP1	GCFC
PAXBP1	GCFC1
AC233280.16	
AC233280.5	
C21orf62-AS1	C21orf49
MUC20-OT1	
AC233280.13	
GU182353.2	
AC233280.14	
GU182353.4	
AP000280.2	
C21orf62	B37
C21orf62	C21orf120
C21orf62	PRED81
MUC20-OT1	
GU182347.4	
GU182347.7	
GU182347.2	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
AC127518.1	
RPS5P3	RPS5L
GU182352.4	
AC207981.1	
METRNL	
DNAJC28	C21orf55
DNAJC28	C21orf78
GU182352.3	
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
GU182353.1	
RPS6P22	
AC244635.3	
GU182352.7	
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
AC244635.2	
GART	GARS-AIRS-GART
GART	PGFT
GART	PRGS
AC068305.3	
AC068305.4	
OR2T4	OR2T4Q
AC244635.1	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
OR2T6	OR2T6P
OR2T6	OR2T9
OR2T6	OST703
SERF1A	4F5
SERF1A	FAM2A
SERF1A	H4F5
SERF1A	SERF1
SERF1A	SMAM1
OR2T1	OR1-25
NXN	FLJ12614
NXN	NRX
OR2T7	OR2T7P
OR2T7	OST723
OR2T2	OR2T2P
TIMM22	TEX4
TIMM22	TIM22
OR2T3	
AC233280.17	
AC138089.2	
AC233280.8	
OR2T5	
ABR	MDB
AC233280.3	
U6	
KIR2DL3	CD158B2
KIR2DL3	cl-6
KIR2DL3	nkat2
KIR2DL3	nkat2a
KIR2DL3	nkat2b
KIR2DL3	p58
OR2AS2P	
GU182354.1	
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
MUC20-OT1	
UTP4	CIRH1A
UTP4	CIRHIN
UTP4	FLJ14728
UTP4	KIAA1988
UTP4	NAIC
UTP4	TEX292
SMN1	BCD541
SMN1	GEMIN1
SMN1	SMA
SMN1	SMA1
SMN1	SMA2
SMN1	SMA3
SMN1	SMA@
SMN1	SMNT
SMN1	TDRD16A
KIR3DL1	AMB11
KIR3DL1	CD158E1
KIR3DL1	CD158e1/2
KIR3DL1	CD158e2
KIR3DL1	cl-11
KIR3DL1	cl-2
KIR3DL1	KIR
KIR3DL1	nkat3
KIR3DL1	NKB1
KIR3DL1	NKB1B
GU182354.2	
U6	
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
U1	
PTDSS2	PSS2
PLCH2	KIAA0450
PLCH2	PLC-eta2
PLCH2	PLCeta2
PLCH2	PLCL4
PLCH2	RP3-395M20.1
AC244260.2	
KCNIP4	CALP
KCNIP4	KCHIP4
KCNIP4	MGC44947
NAIP	BIRC1
NAIP	NLRB1
U6	
SNTB2	D16S2531E
SNTB2	EST25263
SNTB2	SNT2B2
SNTB2	SNT3
SNTB2	SNTL
AC210756.1	
AC096576.5	
RNH1	RAI
RNH1	RNH
AC096576.4	
KIR3DL1	AMB11
KIR3DL1	CD158E1
KIR3DL1	CD158e1/2
KIR3DL1	CD158e2
KIR3DL1	cl-11
KIR3DL1	cl-2
KIR3DL1	KIR
KIR3DL1	nkat3
KIR3DL1	NKB1
KIR3DL1	NKB1B
Y_RNA	
MEGF11	DKFZp434L121
MEGF11	KIAA1781
AL139246.7	
AL139246.8	
PANK4	FLJ10782
LINC01624	TCONS_00011425
AL078605.2	
DLL1	
PRB1	PM
PRB1	PMF
PRB1	PMS
PRB1	PRB1L
PRB1	PRB1M
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
FAM120B	CCPG
FAM120B	KIAA1838
FAM120B	PGCC1
FAM120B	SAN1
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
GTF2H2	BTF2
GTF2H2	BTF2P44
GTF2H2	p44
GTF2H2	T-BTF2P44
GTF2H2	TFIIH
AC093789.2	
ICE2P1	NARG2P1
LINC01060	
SMDT1	C22orf32
SMDT1	DDDD
SMDT1	dJ186O1.1
SMDT1	EMRE
AC087382.2	
AC087382.1	
HES5	bHLHb38
NDUFA6	B14
NDUFA6	CI-B14
NDUFA6	LYRM6
NDUFA6	NADHB14
SMDT1	C22orf32
SMDT1	DDDD
SMDT1	dJ186O1.1
SMDT1	EMRE
AL139246.9	
TNFRSF14-AS1	ENST00000416860.2
LINC00824	LINC01263
NDUFA6	B14
NDUFA6	CI-B14
NDUFA6	LYRM6
NDUFA6	NADHB14
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
AL021878.4	
AC068570.1	
NDUFA6-DT	NDUFA6-AS1
SDHAP2	SDHAL2
SDHAP2	SDHALP2
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
NDUFA6-DT	NDUFA6-AS1
TNFRSF14	ATAR
TNFRSF14	CD270
TNFRSF14	HVEA
TNFRSF14	HVEM
TNFRSF14	LIGHTR
TNFRSF14	TR2
MUC20	FLJ14408
MUC20	KIAA1359
OLA1P1	
AL021878.1	
AL078605.3	
AL451142.3	
AL008628.2	
CYP2D7	CYP2D
CYP2D7	CYP2D6
CYP2D7	CYP2D7AP
CYP2D7	CYP2D7P
CYP2D7	CYP2D7P1
CYP2D7	CYP2D@
CYP2D7	P450C2D
CYP2D7	P450DB1
CYP2D7	RNA40057
CYP2D7	CYP2D
CYP2D7	CYP2D7P
CYP2D7	CYP2D7P1
CYP2D7	CYP2D@
AC215799.1	
PSMB1	HC5
PSMB1	PMSB1
AC137894.2	
SDHAP2	SDHAL2
SDHAP2	SDHALP2
HRAS	HRAS1
DUSP8	C11orf81
DUSP8	FLJ42958
DUSP8	HB5
DUSP8	HVH-5
Metazoa_SRP	
MUC20	FLJ14408
MUC20	KIAA1359
OLA1P1	
CYP2D6	CPD6
CYP2D6	CYP2D
CYP2D6	CYP2D7AP
CYP2D6	CYP2D7BP
CYP2D6	CYP2D7P2
CYP2D6	CYP2D8P2
CYP2D6	CYP2DL1
CYP2D6	P450-DB1
CYP2D6	P450C2D
KRTAP5-AS1	
MUC4	
AC091304.6	
HERC2	D15F37S1
HERC2	jdf2
HERC2	p528
KRTAP5-1	KRN1L
KRTAP5-1	KRTAP5.1
KRTAP5-2	KRTAP5-8
KRTAP5-2	KRTAP5.2
SDHAP2	SDHAL2
SDHAP2	SDHALP2
KRTAP5-3	KRTAP5-9
KRTAP5-3	KRTAP5.3
KRTAP5-4	KRTAP5.4
SDHAP2	SDHAL2
SDHAP2	SDHALP2
MUC20	FLJ14408
MUC20	KIAA1359
MUC4	
KRTAP5-5	KRTAP5-11
KRTAP5-5	KRTAP5.5
AC116351.3	
MUC20	FLJ14408
MUC20	KIAA1359
AC130310.1	
AC091304.7	
AC116351.4	
FAM99A	FLJ42833
NKD2	Naked2
AC138747.6	
FAM99B	DKFZp781M09150
U6	
AC138747.5	
LINC02708	
CYP2D8P	CYP2D8P1
CYP2D8P	CYP2DP1
KRTAP5-6	KRTAP5.6
AC138747.3	
IFITM10	DSPA3
GOLGA8F	DKFZp434P162
LRRC56	DKFZp761L1518
LRRC56	FLJ00101
TCF20	AR1
TCF20	SPBP
MUC4	
MUC4	
LMNTD2	C11orf35
LMNTD2	MGC35138
Metazoa_SRP	
AC138747.4	
AC138747.10	
AC138747.7	
AC138747.8	
AC138747.9	
SLC12A7	DKFZP434F076
SLC12A7	KCC4
AC138747.1	
AC138747.2	
AC138749.8	
ABCB10P4	
SMDT1	C22orf32
SMDT1	DDDD
SMDT1	dJ186O1.1
SMDT1	EMRE
GOLGA8G	DKFZp434K052
AL139246.6	
AL139246.10	
BX247885.1	
PRXL2B	C1orf93
PRXL2B	FAM213B
PRXL2B	MGC26818
NDUFA6	B14
NDUFA6	CI-B14
NDUFA6	LYRM6
NDUFA6	NADHB14
BX247885.2	
CYP2D7	CYP2D
CYP2D7	CYP2D6
CYP2D7	CYP2D7AP
CYP2D7	CYP2D7P
CYP2D7	CYP2D7P1
CYP2D7	CYP2D@
CYP2D7	P450C2D
CYP2D7	P450DB1
CYP2D7	RNA40057
CYP2D7	CYP2D
CYP2D7	CYP2D7P
CYP2D7	CYP2D7P1
CYP2D7	CYP2D@
SDHAP2	SDHAL2
SDHAP2	SDHALP2
LMNTD2-AS1	
RASSF7	C11orf13
RASSF7	CFAP88
RASSF7	FAP88
RASSF7	HRAS1
RASSF7	HRC1
MUC20	FLJ14408
MUC20	KIAA1359
AL021878.3	
NDUFA6-DT	NDUFA6-AS1
OLA1P1	
MUC4	
CYP2D6	CPD6
CYP2D6	CYP2D
CYP2D6	CYP2D7AP
CYP2D6	CYP2D7BP
CYP2D6	CYP2D7P2
CYP2D6	CYP2D8P2
CYP2D6	CYP2DL1
CYP2D6	P450-DB1
CYP2D6	P450C2D
MIR210HG	
PHRF1	KIAA1542
PHRF1	PPP1R125
PHRF1	RNF221
SLC43A2	MGC34680
MMEL1	MMEL2
MMEL1	NEPII
MMEL1	NL1
MMEL1	NL2
MMEL1	SEP
Metazoa_SRP	
AC138749.9	
AC138749.7	
RPL4P5	
AC244260.1	
AC236040.3	
AC243922.3	
AC236040.1	
AC138749.10	
HERC2P11	
AC243922.2	
AC243922.1	
AC138749.6	
LINC02197	
CYP2D8P	CYP2D8P1
CYP2D8P	CYP2DP1
AC245931.2	
PMCHL2	
VSTM1	UNQ3033
TCF20	AR1
TCF20	SPBP
AC245931.1	
BDP1	HSA238520
BDP1	KIAA1241
BDP1	KIAA1689
BDP1	TAF3B1
BDP1	TFC5
BDP1	TFIIIB150
BDP1	TFIIIB90
BDP1	TFNR
AC236040.2	
AC108866.1	
TARM1	
OSCAR	
RN7SL105P	
MMEL1-AS1	
SCARF1	KIAA0149
SCARF1	SREC
SCARF1	SREC1
TTC34	
VSTM1	UNQ3033
VSTM1	UNQ3033
NDUFA3	B9
LINC01194	CT49
LINC01194	TAG
TFPT	amida
TFPT	FB1
TFPT	INO80F
PRPF31	hPrp31
PRPF31	NY-BR-99
PRPF31	PRP31
PRPF31	RP11
PRPF31	SNRNP61
MCCC2	MCCB
IRF7	
CNOT3	KIAA0691
CNOT3	LENG2
CNOT3	NOT3
CNOT3	NOT3H
TARM1	
AC022882.2	
OR8J2	OR8J2P
RILP	FLJ31193
OSCAR	
OR5T2	
TARM1	
OR5T3	OR5T3Q
AC110772.3	
OR5T1	OR5T1P
OSCAR	
OR8H1	
OR8I1P	
OR8K3	
PRPF8	hPrp8
PRPF8	Prp8
PRPF8	PRPC8
PRPF8	RP13
PRPF8	SNRNP220
FAM8A2P	
OR8K2P	
OR8K1	
RPL5P29	
LENG1	
AC107622.1	
TMC4	
OR8J1	
OR8U8	
OR8U9	
FAM66B	
OR8L1P	
AF252830.1	
AF252830.2	
ZNF705G	
NDUFA3	B9
NDUFA3	B9
DEFB108C	DEFB108P2
DEFB4B	DEFB4P
TFPT	amida
TFPT	FB1
TFPT	INO80F
TFPT	amida
TFPT	FB1
TFPT	INO80F
MBOAT7	BB1
MBOAT7	hMBOA-7
MBOAT7	LENG4
MBOAT7	LPLAT
HSPD1P3	HSP60P1
HSPD1P3	HSP60P3
HSPD1P3	HSP60P4
HSPD1P3	HSPD1-7P
HSPD1P3	HSPDP1
HSPD1P3	HSPDP3
HSPD1P3	HSPDP4
DEFB103B	
PRPF31	hPrp31
PRPF31	NY-BR-99
PRPF31	PRP31
PRPF31	RP11
PRPF31	SNRNP61
CDHR5	FLJ20219
CDHR5	MU-PCDH
CDHR5	MUCDHL
CDHR5	MUPCDH
PRPF31	hPrp31
PRPF31	NY-BR-99
PRPF31	PRP31
PRPF31	RP11
PRPF31	SNRNP61
SPAG11B	EDDM2B
SPAG11B	EP2
SPAG11B	EP2C
SPAG11B	EP2D
SPAG11B	HE2
TSEN34	LENG5
TSEN34	SEN34
TSEN34	SEN34L
RPS9	S9
CNOT3	KIAA0691
CNOT3	LENG2
CNOT3	NOT3
CNOT3	NOT3H
NOP56P1	dJ207F6.1
NOP56P1	NOL5B
NOP56P1	NOL5BP
NOP56P1	NOP56-L
BX908720.1	
LINC01623	
DEFB104B	
RPL13P	BBC1p
RPL13P	dJ111M5.1
TRIM27	RFP
TRIM27	RNF76
CNOT3	KIAA0691
CNOT3	LENG2
CNOT3	NOT3
CNOT3	NOT3H
LILRA3	CD85e
LILRA3	HM31
LILRA3	HM43
LILRA3	ILT6
LILRA3	LIR-4
LILRA3	LIR4
DEFB106B	
ZNF92P2	
AC073539.4	
PCGF7P	RNF134P1
MTDHP5	
DEFB105B	
VN1R85P	
ZNF676	
U6	
LINC01556	C6orf100
LINC01556	dJ25J6.5
KRT18P1	dJ25J6.3
Metazoa_SRP	
HCG15	dJ25J6.6
HCG15	dJ25J6.7
HCG15	HCG16
DEFB107B	HsT21816
BX927167.1	
NOP56P1	dJ207F6.1
NOP56P1	NOL5B
NOP56P1	NOL5BP
NOP56P1	NOP56-L
ZNF311	
CR759954.1	
BNIP3P30	
LINC01623	
PRR23D1	
AC073539.6	
AC073539.5	
RPL13P	BBC1p
RPL13P	dJ111M5.1
ZNF90P2	dJ111M5.3
ZNF90P2	ZNF463P
YTHDC1	KIAA1966
YTHDC1	YT521
YTHDC1	YT521-B
ZNF729	
HCG14	dJ111M5.4
BNIP3P31	
VSTM1	UNQ3033
FAM90A6P	
TRIM27	RFP
TRIM27	RNF76
FAM90A7P	FAM90A7
FAM90A21P	
FAM90A22P	FAM90A22
FAM90A23P	FAM90A23
LILRA5	CD85
LILRA5	CD85f
LILRA5	ILT11
LILRA5	LILRB7
LILRA5	LIR9
LENG1	
OR2AD1P	hs6M1-8P
OR2AD1P	OR2AD1
OR2W1	hs6M1-15
CR547123.1	
OR2P1P	hs6M1-26
OR7E157P	
TMC4	
